392,2014,59,1,
399,2083,59,1,
400,2134,58,1,
402,2145,59,1,
403,2185,58,1,
403,2186,58,1,
408,2012,59,1,
409,2067,59,1,
410,2107,58,1,
411,2162,59,0,
411,2167,59,1,
422,2152,58,0,
427,2089,58,1,
430,2093,58,0,
430,2109,58,0,
437,2135,59,0,
442,2146,59,1,
445,2178,58,0,
446,2089,59,0,
449,2063,58,0,
450,2066,60,1,
450,2194,60,0,
453,2099,60,1,
456,2188,60,1,
457,2111,60,0,
458,2177,60,0,
459,2019,60,1,
460,2157,60,0,
462,2180,60,0,
466,2190,60,1,
474,2063,61,1,
477,2064,61,1,
479,2028,61,1,
481,2136,61,1,
483,2098,61,1,
485,2200,61,1,
488,2165,61,1,
490,2165,61,1,
494,2156,61,1,
500,2153,61,1,
505,2179,62,1,
506,2183,62,1,
507,2102,62,1,
508,2173,62,0,
511,2064,62,1,
511,2066,62,1,
516,2128,62,0,
518,2120,62,1,
519,2106,62,1,
523,2094,62,0,
534,2023,65,1,
536,2167,64,1,
537,2175,65,1,
545,2028,65,1,
549,2036,65,1,
551,2165,64,1,
552,2104,65,0,
562,2148,63,0,
564,2010,64,1,
564,2171,64,1,
567,2146,63,1,
570,2165,63,0,
570,2185,63,1,
573,2093,64,0,
576,2137,64,1,
583,2081,64,0,
585,2168,64,1,
585,2169,64,1,
585,2183,64,1,
588,2103,63,1,
592,2113,63,1,
593,2134,63,1,
593,2135,63,0,
594,2085,65,1,
595,2193,63,1,
597,2067,65,0,
597,2095,65,1,
600,2068,65,0,
601,2200,65,0,
602,2197,63,1,
614,2066,67,1,
615,2179,67,1,
622,2171,67,1,
624,2062,67,1,
628,2138,67,1,
631,2011,67,0,
631,2198,67,1,
632,2014,67,1,
645,2162,67,1,
648,2007,67,0,
655,2094,68,1,
659,2193,68,1,
670,2104,68,1,
671,2111,68,1,
671,2113,68,1,
672,2180,68,1,
674,2155,68,1,
676,2102,68,1,
677,2076,68,1,
680,2178,68,1,
684,2015,69,1,
685,2098,69,0,
685,2148,69,1,
686,2107,69,1,
688,2081,69,1,
688,2126,69,1,
689,2101,69,1,
689,2160,69,1,
689,2165,69,0,
689,2169,69,1,
741,2005,71,0,
712,2009,71,0,
735,2010,71,0,
808,2011,71,0,
743,2014,71,0,
714,2019,71,0,
753,2020,71,0,
760,2029,71,1,
727,2032,71,0,
732,2033,71,0,
728,2036,71,1,
727,2067,71,0,
758,2077,71,0,
752,2078,71,0,
732,2081,71,0,
715,2082,71,1,
705,2093,71,0,
792,2101,71,0,
734,2103,71,0,
725,2108,71,0,
700,2117,71,0,
732,2117,71,0,
729,2125,71,0,
819,2125,71,0,
819,2127,71,0,
828,2127,71,0,
723,2132,71,0,
722,2133,71,0,
723,2140,71,1,
820,2145,71,0,
710,2148,71,0,
809,2151,71,0,
763,2152,71,0,
809,2152,71,0,
787,2157,71,1,
802,2164,71,0,
832,2171,71,0,
821,2181,71,0,
831,2182,71,0,
740,2184,71,1,
831,2185,71,0,
698,2187,71,0,
817,2187,71,0,
817,2190,71,0,
750,2192,71,0,
713,2193,71,0,
826,2193,71,0,
755,2194,71,0,
697,2198,71,1,
815,2198,71,0,
690,2001,70,0,
693,2001,70,0,
690,2006,70,1,
692,2006,70,1,
693,2006,70,1,
695,2006,70,1,
690,2007,70,1,
692,2007,70,1,
694,2008,70,0,
694,2009,70,1,
694,2010,70,1,
694,2011,70,0,
694,2012,70,0,
694,2014,70,1,
694,2015,70,0,
693,2017,70,0,
695,2017,70,1,
696,2023,70,1,
696,2024,70,1,
696,2025,70,0,
692,2026,70,0,
696,2026,70,0,
690,2028,70,1,
696,2028,70,1,
696,2029,70,1,
695,2031,70,1,
690,2032,70,0,
694,2061,70,0,
695,2064,70,0,
693,2079,70,0,
690,2081,70,0,
693,2090,70,1,
690,2096,70,0,
696,2100,70,1,
692,2102,70,0,
695,2102,70,0,
693,2103,70,0,
693,2107,70,0,
693,2108,70,0,
690,2110,70,0,
693,2117,70,0,
690,2132,70,0,
692,2151,70,0,
692,2152,70,0,
692,2153,70,0,
696,2155,70,0,
696,2156,70,0,
696,2158,70,0,
696,2169,70,0,
695,2172,70,0,
696,2183,70,0,
690,2202,70,0,
702,2001,71,1,
735,2020,71,1,
717,2029,71,1,
708,2062,71,1,
715,2082,71,1,
786,2098,71,1,
839,2099,71,1,
736,2111,71,1,
700,2115,71,1,
766,2168,71,1,
740,2170,71,1,
717,2176,71,1,
838,2176,71,1,
821,2180,71,1,
699,2191,71,1,
697,2200,71,1,
806,2210,71,1,
